,date,ML,Low,High
Portugal,2020-03-14,2.45,1.86,3.0700000000000003
Portugal,2020-03-15,2.19,1.67,2.71
Portugal,2020-03-16,2.22,1.77,2.66
Portugal,2020-03-17,2.16,1.77,2.54
Portugal,2020-03-18,2.11,1.78,2.45
Portugal,2020-03-19,2.06,1.78,2.37
Portugal,2020-03-20,2.0100000000000002,1.75,2.27
Portugal,2020-03-21,1.8900000000000001,1.6600000000000001,2.13
Portugal,2020-03-22,1.87,1.6600000000000001,2.08
Portugal,2020-03-23,1.76,1.57,1.95
Portugal,2020-03-24,1.72,1.55,1.9000000000000001
Portugal,2020-03-25,1.69,1.53,1.85
Portugal,2020-03-26,1.6400000000000001,1.5,1.8
Portugal,2020-03-27,1.55,1.41,1.69
Portugal,2020-03-28,1.5,1.37,1.6300000000000001
Portugal,2020-03-29,1.41,1.29,1.54
Portugal,2020-03-30,1.35,1.24,1.48
Portugal,2020-03-31,1.28,1.17,1.4000000000000001
Portugal,2020-04-01,1.2,1.09,1.31
Portugal,2020-04-02,1.1300000000000001,1.02,1.24
Portugal,2020-04-03,1.07,0.96,1.18
Portugal,2020-04-04,0.99,0.88,1.1
Portugal,2020-04-05,0.9400000000000001,0.84,1.06
Portugal,2020-04-06,0.92,0.81,1.03
Portugal,2020-04-07,0.9500000000000001,0.84,1.06
Portugal,2020-04-08,1.0,0.88,1.1
Portugal,2020-04-09,1.03,0.92,1.1400000000000001
Portugal,2020-04-10,1.05,0.9400000000000001,1.16
Portugal,2020-04-11,1.03,0.92,1.1400000000000001
Portugal,2020-04-12,0.99,0.88,1.1
Portugal,2020-04-13,0.9400000000000001,0.8200000000000001,1.04
Portugal,2020-04-14,0.8300000000000001,0.72,0.9500000000000001
Portugal,2020-04-15,0.79,0.67,0.9
Romania,2020-03-03,2.0,0.34,6.43
Romania,2020-03-04,1.8800000000000001,0.38,5.01
Romania,2020-03-05,2.17,0.51,4.99
Romania,2020-03-06,1.96,0.5,4.24
Romania,2020-03-07,2.08,0.58,4.09
Romania,2020-03-08,2.3000000000000003,0.76,4.05
Romania,2020-03-09,2.16,0.8200000000000001,3.69
Romania,2020-03-10,2.49,0.98,3.9
Romania,2020-03-11,2.58,1.35,3.7600000000000002
Romania,2020-03-12,2.33,1.31,3.35
Romania,2020-03-13,2.15,1.25,3.0100000000000002
Romania,2020-03-14,1.93,1.1500000000000001,2.72
Romania,2020-03-15,1.82,1.12,2.54
Romania,2020-03-16,1.73,1.09,2.38
Romania,2020-03-17,1.57,0.97,2.17
Romania,2020-03-18,1.48,0.91,2.04
Romania,2020-03-19,1.45,0.92,1.99
Romania,2020-03-20,1.52,1.01,2.0100000000000002
Romania,2020-03-21,1.72,1.28,2.2
Romania,2020-03-22,1.81,1.4000000000000001,2.23
Romania,2020-03-23,1.86,1.5,2.25
Romania,2020-03-24,1.8800000000000001,1.55,2.22
Romania,2020-03-25,1.78,1.49,2.1
Romania,2020-03-26,1.75,1.48,2.0300000000000002
Romania,2020-03-27,1.7,1.46,1.97
Romania,2020-03-28,1.58,1.35,1.82
Romania,2020-03-29,1.49,1.27,1.71
Romania,2020-03-30,1.3800000000000001,1.17,1.59
Romania,2020-03-31,1.3,1.1,1.51
Romania,2020-04-01,1.3,1.11,1.5
Romania,2020-04-02,1.27,1.09,1.47
Romania,2020-04-03,1.24,1.06,1.43
Romania,2020-04-04,1.21,1.04,1.4000000000000001
Romania,2020-04-05,1.16,0.99,1.34
Romania,2020-04-06,1.1500000000000001,0.98,1.33
Romania,2020-04-07,1.12,0.96,1.3
Romania,2020-04-08,1.11,0.9500000000000001,1.29
Romania,2020-04-09,1.11,0.9500000000000001,1.28
Romania,2020-04-10,1.1,0.9500000000000001,1.28
Romania,2020-04-11,1.06,0.9,1.22
Romania,2020-04-12,1.05,0.89,1.21
Romania,2020-04-13,1.02,0.86,1.18
Romania,2020-04-14,1.0,0.85,1.17
Romania,2020-04-15,0.9400000000000001,0.77,1.09
Russia,2020-03-03,2.0,0.34,6.43
Russia,2020-03-04,2.35,0.48,5.72
Russia,2020-03-05,2.05,0.5,4.54
Russia,2020-03-06,2.17,0.61,4.33
Russia,2020-03-07,1.94,0.55,3.75
Russia,2020-03-08,1.8,0.55,3.44
Russia,2020-03-09,1.7,0.54,3.21
Russia,2020-03-10,1.44,0.01,2.86
Russia,2020-03-11,1.76,0.24,3.22
Russia,2020-03-12,1.79,0.34,3.15
Russia,2020-03-13,1.8900000000000001,0.54,3.15
Russia,2020-03-14,2.0100000000000002,0.8,3.14
Russia,2020-03-15,2.08,1.03,3.08
Russia,2020-03-16,2.12,1.19,2.97
Russia,2020-03-17,2.15,1.3900000000000001,2.94
Russia,2020-03-18,2.0100000000000002,1.33,2.69
Russia,2020-03-19,1.98,1.3800000000000001,2.59
Russia,2020-03-20,1.86,1.32,2.4
Russia,2020-03-21,1.74,1.25,2.24
Russia,2020-03-22,1.7,1.24,2.14
Russia,2020-03-23,1.73,1.33,2.16
Russia,2020-03-24,1.77,1.3900000000000001,2.14
Russia,2020-03-25,1.82,1.48,2.16
Russia,2020-03-26,1.83,1.53,2.14
Russia,2020-03-27,1.82,1.54,2.09
Russia,2020-03-28,1.84,1.6,2.1
Russia,2020-03-29,1.81,1.59,2.04
Russia,2020-03-30,1.83,1.6300000000000001,2.04
Russia,2020-03-31,1.8,1.62,1.99
Russia,2020-04-01,1.74,1.58,1.92
Russia,2020-04-02,1.6600000000000001,1.51,1.82
Russia,2020-04-03,1.6,1.47,1.76
Russia,2020-04-04,1.55,1.42,1.69
Russia,2020-04-05,1.54,1.41,1.6600000000000001
Russia,2020-04-06,1.52,1.4000000000000001,1.6400000000000001
Russia,2020-04-07,1.53,1.42,1.6400000000000001
Russia,2020-04-08,1.54,1.44,1.6500000000000001
Russia,2020-04-09,1.56,1.46,1.6500000000000001
Russia,2020-04-10,1.57,1.48,1.6600000000000001
Russia,2020-04-11,1.57,1.49,1.6600000000000001
Russia,2020-04-12,1.57,1.5,1.6600000000000001
Russia,2020-04-13,1.54,1.47,1.62
Russia,2020-04-14,1.49,1.42,1.56
Russia,2020-04-15,1.44,1.3800000000000001,1.51
San Marino,2020-02-28,2.0,0.34,6.43
San Marino,2020-02-29,1.8800000000000001,0.38,5.01
San Marino,2020-03-01,2.17,0.51,4.99
San Marino,2020-03-02,2.2800000000000002,0.61,4.59
San Marino,2020-03-03,2.25,0.68,4.16
San Marino,2020-03-04,1.98,0.61,3.59
San Marino,2020-03-05,1.82,0.6,3.2800000000000002
San Marino,2020-03-06,1.59,0.11,2.99
San Marino,2020-03-07,1.67,0.22,3.0300000000000002
San Marino,2020-03-08,1.57,0.2,2.83
San Marino,2020-03-09,1.62,0.33,2.86
San Marino,2020-03-10,1.53,0.33,2.71
San Marino,2020-03-11,1.47,0.32,2.57
San Marino,2020-03-12,1.42,0.34,2.49
San Marino,2020-03-13,1.45,0.41000000000000003,2.47
San Marino,2020-03-14,1.28,0.27,2.22
San Marino,2020-03-15,1.2,0.24,2.13
San Marino,2020-03-16,1.0,0.11,1.8900000000000001
San Marino,2020-03-17,0.9400000000000001,0.07,1.81
San Marino,2020-03-18,0.93,0.04,1.78
San Marino,2020-03-19,1.0,0.11,1.9100000000000001
San Marino,2020-03-20,1.1300000000000001,0.2,2.06
San Marino,2020-03-21,1.25,0.29,2.15
San Marino,2020-03-22,1.29,0.37,2.19
San Marino,2020-03-23,1.27,0.36,2.12
San Marino,2020-03-24,1.1500000000000001,0.29,2.0
San Marino,2020-03-25,1.1,0.26,1.94
San Marino,2020-03-26,0.9500000000000001,0.14,1.76
San Marino,2020-03-27,0.75,0.0,1.48
San Marino,2020-03-28,0.61,0.0,1.41
San Marino,2020-03-29,0.37,0.0,1.28
San Marino,2020-03-30,0.34,0.0,1.34
San Marino,2020-03-31,0.4,0.0,1.46
San Marino,2020-04-01,0.51,0.0,1.61
San Marino,2020-04-02,0.67,0.0,1.79
San Marino,2020-04-03,0.88,0.0,1.98
San Marino,2020-04-04,1.0,0.01,2.1
San Marino,2020-04-05,1.34,0.16,2.49
San Marino,2020-04-06,1.51,0.31,2.63
San Marino,2020-04-07,1.78,0.65,2.84
San Marino,2020-04-08,1.78,0.77,2.77
San Marino,2020-04-09,1.71,0.78,2.61
San Marino,2020-04-10,1.51,0.65,2.37
San Marino,2020-04-11,1.32,0.49,2.13
San Marino,2020-04-12,1.1300000000000001,0.31,1.9000000000000001
San Marino,2020-04-13,0.87,0.1,1.61
San Marino,2020-04-14,0.63,0.0,1.35
San Marino,2020-04-15,0.43,0.0,1.24
Serbia,2020-03-08,2.0,0.34,6.43
Serbia,2020-03-09,2.35,0.48,5.72
Serbia,2020-03-10,2.87,0.85,5.46
Serbia,2020-03-11,2.77,1.0,4.69
Serbia,2020-03-12,2.5500000000000003,1.06,4.08
Serbia,2020-03-13,2.23,1.0,3.54
Serbia,2020-03-14,1.96,0.88,3.09
Serbia,2020-03-15,1.75,0.5700000000000001,2.84
Serbia,2020-03-16,1.6300000000000001,0.54,2.64
Serbia,2020-03-17,1.61,0.62,2.58
Serbia,2020-03-18,1.6300000000000001,0.73,2.5500000000000003
Serbia,2020-03-19,1.77,0.9400000000000001,2.59
Serbia,2020-03-20,1.79,1.05,2.5500000000000003
Serbia,2020-03-21,1.84,1.18,2.5300000000000002
Serbia,2020-03-22,1.84,1.23,2.44
Serbia,2020-03-23,1.71,1.16,2.27
Serbia,2020-03-24,1.62,1.12,2.15
Serbia,2020-03-25,1.6600000000000001,1.19,2.14
Serbia,2020-03-26,1.62,1.2,2.08
Serbia,2020-03-27,1.61,1.21,2.02
Serbia,2020-03-28,1.57,1.2,1.96
Serbia,2020-03-29,1.51,1.17,1.8800000000000001
Serbia,2020-03-30,1.48,1.16,1.83
Serbia,2020-03-31,1.52,1.22,1.85
Serbia,2020-04-01,1.48,1.19,1.78
Serbia,2020-04-02,1.52,1.24,1.79
Serbia,2020-04-03,1.54,1.29,1.81
Serbia,2020-04-04,1.53,1.29,1.77
Serbia,2020-04-05,1.49,1.27,1.73
Serbia,2020-04-06,1.44,1.23,1.6600000000000001
Serbia,2020-04-07,1.33,1.12,1.53
Serbia,2020-04-08,1.27,1.07,1.47
Serbia,2020-04-09,1.17,0.97,1.36
Serbia,2020-04-10,1.12,0.93,1.32
Serbia,2020-04-11,1.12,0.9400000000000001,1.32
Serbia,2020-04-12,1.17,0.98,1.35
Serbia,2020-04-13,1.21,1.03,1.3900000000000001
Serbia,2020-04-14,1.27,1.1,1.45
Serbia,2020-04-15,1.29,1.12,1.46
Slovakia,2020-03-07,2.0,0.34,6.43
Slovakia,2020-03-08,1.8800000000000001,0.38,5.01
Slovakia,2020-03-09,2.17,0.51,4.99
Slovakia,2020-03-10,2.64,0.79,4.99
Slovakia,2020-03-11,2.63,0.97,4.49
Slovakia,2020-03-12,2.47,1.04,3.98
Slovakia,2020-03-13,2.3000000000000003,1.06,3.56
Slovakia,2020-03-14,1.99,0.75,3.2
Slovakia,2020-03-15,1.95,0.8300000000000001,3.0100000000000002
Slovakia,2020-03-16,1.83,0.84,2.81
Slovakia,2020-03-17,1.6300000000000001,0.73,2.5500000000000003
Slovakia,2020-03-18,1.6400000000000001,0.8,2.48
Slovakia,2020-03-19,1.55,0.77,2.34
Slovakia,2020-03-20,1.3800000000000001,0.62,2.11
Slovakia,2020-03-21,1.31,0.6,2.04
Slovakia,2020-03-22,1.1300000000000001,0.43,1.84
Slovakia,2020-03-23,1.0,0.3,1.69
Slovakia,2020-03-24,0.97,0.27,1.6600000000000001
Slovakia,2020-03-25,0.9,0.21,1.6
Slovakia,2020-03-26,0.97,0.26,1.67
Slovakia,2020-03-27,1.1,0.4,1.82
Slovakia,2020-03-28,1.16,0.46,1.85
Slovakia,2020-03-29,1.3,0.64,1.99
Slovakia,2020-03-30,1.36,0.73,2.02
Slovakia,2020-03-31,1.33,0.7000000000000001,1.93
Slovakia,2020-04-01,1.26,0.65,1.84
Slovakia,2020-04-02,1.1400000000000001,0.54,1.71
Slovakia,2020-04-03,1.07,0.48,1.6400000000000001
Slovakia,2020-04-04,1.09,0.51,1.6600000000000001
Slovakia,2020-04-05,1.19,0.64,1.77
Slovakia,2020-04-06,1.28,0.74,1.83
Slovakia,2020-04-07,1.35,0.8300000000000001,1.87
Slovakia,2020-04-08,1.3,0.8,1.8
Slovakia,2020-04-09,1.19,0.71,1.69
Slovakia,2020-04-10,1.05,0.55,1.52
Slovakia,2020-04-11,0.97,0.49,1.47
Slovakia,2020-04-12,0.8300000000000001,0.34,1.34
Slovakia,2020-04-13,0.8200000000000001,0.32,1.34
Slovakia,2020-04-14,0.79,0.28,1.32
Slovakia,2020-04-15,0.87,0.34,1.4000000000000001
Slovenia,2020-03-03,2.0,0.34,6.43
Slovenia,2020-03-04,1.8800000000000001,0.38,5.01
Slovenia,2020-03-05,2.17,0.51,4.99
Slovenia,2020-03-06,2.2800000000000002,0.61,4.59
Slovenia,2020-03-07,2.25,0.68,4.16
Slovenia,2020-03-08,2.54,0.99,4.17
Slovenia,2020-03-09,2.63,1.27,3.97
Slovenia,2020-03-10,2.7600000000000002,1.54,3.89
Slovenia,2020-03-11,2.71,1.75,3.65
Slovenia,2020-03-12,2.44,1.6300000000000001,3.21
Slovenia,2020-03-13,2.18,1.51,2.88
Slovenia,2020-03-14,1.9100000000000001,1.3,2.52
Slovenia,2020-03-15,1.6,1.03,2.16
Slovenia,2020-03-16,1.34,0.81,1.9000000000000001
Slovenia,2020-03-17,1.1300000000000001,0.61,1.68
Slovenia,2020-03-18,0.98,0.45,1.52
Slovenia,2020-03-19,0.89,0.35000000000000003,1.43
Slovenia,2020-03-20,0.87,0.33,1.43
Slovenia,2020-03-21,0.9,0.34,1.45
Slovenia,2020-03-22,1.04,0.49,1.6
Slovenia,2020-03-23,1.18,0.64,1.73
Slovenia,2020-03-24,1.28,0.75,1.8
Slovenia,2020-03-25,1.32,0.8300000000000001,1.84
Slovenia,2020-03-26,1.33,0.85,1.82
Slovenia,2020-03-27,1.26,0.8,1.74
Slovenia,2020-03-28,1.21,0.74,1.6500000000000001
Slovenia,2020-03-29,1.12,0.67,1.57
Slovenia,2020-03-30,1.09,0.65,1.54
Slovenia,2020-03-31,1.04,0.61,1.5
Slovenia,2020-04-01,0.99,0.55,1.44
Slovenia,2020-04-02,0.92,0.49,1.3900000000000001
Slovenia,2020-04-03,0.9,0.45,1.36
Slovenia,2020-04-04,0.84,0.39,1.32
Slovenia,2020-04-05,0.8300000000000001,0.35000000000000003,1.29
Slovenia,2020-04-06,0.81,0.34,1.31
Slovenia,2020-04-07,0.8300000000000001,0.35000000000000003,1.34
Slovenia,2020-04-08,0.84,0.35000000000000003,1.36
Slovenia,2020-04-09,0.85,0.35000000000000003,1.3800000000000001
Slovenia,2020-04-10,0.81,0.3,1.35
Slovenia,2020-04-11,0.78,0.25,1.32
Slovenia,2020-04-12,0.75,0.19,1.28
Slovenia,2020-04-13,0.71,0.17,1.29
Slovenia,2020-04-14,0.66,0.11,1.24
Slovenia,2020-04-15,0.6,0.03,1.1500000000000001
Spain,2020-02-23,2.0,0.34,6.43
Spain,2020-02-24,2.35,0.48,5.72
Spain,2020-02-25,2.87,0.85,5.46
Spain,2020-02-26,2.77,1.0,4.69
Spain,2020-02-27,2.88,1.37,4.42
Spain,2020-02-28,2.7800000000000002,1.57,4.0200000000000005
Spain,2020-02-29,2.69,1.7,3.68
Spain,2020-03-01,2.58,1.73,3.4
Spain,2020-03-02,2.33,1.6300000000000001,3.0500000000000003
Spain,2020-03-03,2.21,1.62,2.84
Spain,2020-03-04,2.13,1.62,2.68
Spain,2020-03-05,2.08,1.61,2.5300000000000002
Spain,2020-03-06,2.21,1.81,2.6
Spain,2020-03-07,2.39,2.06,2.73
Spain,2020-03-08,2.46,2.19,2.75
Spain,2020-03-09,2.27,2.04,2.52
Spain,2020-03-10,2.52,2.32,2.71
Spain,2020-03-11,2.47,2.31,2.64
Spain,2020-03-12,2.37,2.24,2.52
Spain,2020-03-13,2.24,2.12,2.36
Spain,2020-03-14,2.05,1.95,2.16
Spain,2020-03-15,1.8800000000000001,1.79,1.98
Spain,2020-03-16,1.83,1.74,1.9100000000000001
Spain,2020-03-17,1.67,1.59,1.75
Spain,2020-03-18,1.6500000000000001,1.58,1.73
Spain,2020-03-19,1.6,1.53,1.67
Spain,2020-03-20,1.58,1.51,1.6400000000000001
Spain,2020-03-21,1.56,1.5,1.62
Spain,2020-03-22,1.6,1.54,1.6500000000000001
Spain,2020-03-23,1.6,1.55,1.6500000000000001
Spain,2020-03-24,1.62,1.57,1.6600000000000001
Spain,2020-03-25,1.56,1.52,1.61
Spain,2020-03-26,1.5,1.46,1.54
Spain,2020-03-27,1.41,1.37,1.45
Spain,2020-03-28,1.33,1.29,1.37
Spain,2020-03-29,1.23,1.19,1.27
Spain,2020-03-30,1.16,1.12,1.19
Spain,2020-03-31,1.09,1.05,1.12
Spain,2020-04-01,1.04,1.0,1.07
Spain,2020-04-02,0.99,0.9500000000000001,1.02
Spain,2020-04-03,0.9500000000000001,0.91,0.98
Spain,2020-04-04,0.91,0.87,0.9400000000000001
Spain,2020-04-05,0.88,0.84,0.91
Spain,2020-04-06,0.84,0.8,0.88
Spain,2020-04-07,0.81,0.77,0.85
Spain,2020-04-08,0.79,0.75,0.8300000000000001
Spain,2020-04-09,0.78,0.74,0.8200000000000001
Spain,2020-04-10,0.78,0.74,0.8300000000000001
Spain,2020-04-11,0.78,0.73,0.8200000000000001
Spain,2020-04-12,0.77,0.73,0.8200000000000001
Spain,2020-04-13,0.78,0.73,0.8200000000000001
Spain,2020-04-14,0.78,0.73,0.8200000000000001
Spain,2020-04-15,0.79,0.74,0.84
Sweden,2020-02-25,2.0,0.34,6.43
Sweden,2020-02-26,2.35,0.48,5.72
Sweden,2020-02-27,2.05,0.5,4.54
Sweden,2020-02-28,1.8900000000000001,0.47000000000000003,3.98
Sweden,2020-02-29,2.0,0.56,3.9
Sweden,2020-03-01,2.0300000000000002,0.63,3.71
Sweden,2020-03-02,2.47,1.04,3.98
Sweden,2020-03-03,2.74,1.35,4.0600000000000005
Sweden,2020-03-04,2.7800000000000002,1.68,3.85
Sweden,2020-03-05,2.6,1.69,3.46
Sweden,2020-03-06,2.4,1.6500000000000001,3.14
Sweden,2020-03-07,2.25,1.6,2.87
Sweden,2020-03-08,2.21,1.67,2.77
Sweden,2020-03-09,2.08,1.61,2.57
Sweden,2020-03-10,2.08,1.67,2.5100000000000002
Sweden,2020-03-11,1.97,1.6,2.34
Sweden,2020-03-12,1.82,1.49,2.16
Sweden,2020-03-13,1.6600000000000001,1.36,1.98
Sweden,2020-03-14,1.46,1.17,1.75
Sweden,2020-03-15,1.27,0.98,1.54
Sweden,2020-03-16,1.1500000000000001,0.88,1.43
Sweden,2020-03-17,1.04,0.77,1.32
Sweden,2020-03-18,0.99,0.72,1.27
Sweden,2020-03-19,1.02,0.75,1.3
Sweden,2020-03-20,1.05,0.79,1.34
Sweden,2020-03-21,1.1500000000000001,0.89,1.43
Sweden,2020-03-22,1.26,1.01,1.53
Sweden,2020-03-23,1.34,1.1,1.6
Sweden,2020-03-24,1.3800000000000001,1.16,1.6400000000000001
Sweden,2020-03-25,1.43,1.2,1.6500000000000001
Sweden,2020-03-26,1.4000000000000001,1.19,1.62
Sweden,2020-03-27,1.3900000000000001,1.19,1.6
Sweden,2020-03-28,1.37,1.18,1.57
Sweden,2020-03-29,1.3800000000000001,1.19,1.56
Sweden,2020-03-30,1.3900000000000001,1.22,1.58
Sweden,2020-03-31,1.42,1.26,1.6
Sweden,2020-04-01,1.3800000000000001,1.22,1.54
Sweden,2020-04-02,1.34,1.19,1.5
Sweden,2020-04-03,1.27,1.12,1.42
Sweden,2020-04-04,1.2,1.06,1.35
Sweden,2020-04-05,1.1500000000000001,1.01,1.3
Sweden,2020-04-06,1.1300000000000001,0.99,1.27
Sweden,2020-04-07,1.11,0.98,1.26
Sweden,2020-04-08,1.12,0.99,1.26
Sweden,2020-04-09,1.1,0.97,1.24
Sweden,2020-04-10,1.09,0.96,1.23
Sweden,2020-04-11,1.07,0.93,1.19
Sweden,2020-04-12,1.03,0.89,1.1500000000000001
Sweden,2020-04-13,0.98,0.84,1.1
Sweden,2020-04-14,0.93,0.8,1.07
Sweden,2020-04-15,0.88,0.75,1.02
Switzerland,2020-02-24,2.0,0.34,6.43
Switzerland,2020-02-25,1.8800000000000001,0.38,5.01
Switzerland,2020-02-26,2.17,0.51,4.99
Switzerland,2020-02-27,2.64,0.79,4.99
Switzerland,2020-02-28,2.63,0.97,4.49
Switzerland,2020-02-29,2.47,1.04,3.98
Switzerland,2020-03-01,2.41,1.18,3.69
Switzerland,2020-03-02,2.41,1.24,3.54
Switzerland,2020-03-03,2.59,1.62,3.5
Switzerland,2020-03-04,2.5100000000000002,1.72,3.2800000000000002
Switzerland,2020-03-05,2.38,1.71,3.02
Switzerland,2020-03-06,2.15,1.59,2.73
Switzerland,2020-03-07,1.99,1.5,2.5100000000000002
Switzerland,2020-03-08,1.9100000000000001,1.47,2.37
Switzerland,2020-03-09,1.75,1.35,2.17
Switzerland,2020-03-10,1.83,1.47,2.21
Switzerland,2020-03-11,1.87,1.55,2.21
Switzerland,2020-03-12,2.11,1.83,2.41
Switzerland,2020-03-13,2.08,1.82,2.32
Switzerland,2020-03-14,2.0100000000000002,1.79,2.23
Switzerland,2020-03-15,1.85,1.6600000000000001,2.06
Switzerland,2020-03-16,1.82,1.6400000000000001,2.0
Switzerland,2020-03-17,1.77,1.61,1.94
Switzerland,2020-03-18,1.82,1.67,1.97
Switzerland,2020-03-19,1.75,1.61,1.8800000000000001
Switzerland,2020-03-20,1.75,1.6300000000000001,1.8800000000000001
Switzerland,2020-03-21,1.6600000000000001,1.54,1.77
Switzerland,2020-03-22,1.58,1.47,1.68
Switzerland,2020-03-23,1.45,1.35,1.55
Switzerland,2020-03-24,1.34,1.24,1.43
Switzerland,2020-03-25,1.22,1.1300000000000001,1.32
Switzerland,2020-03-26,1.12,1.03,1.22
Switzerland,2020-03-27,1.01,0.92,1.11
Switzerland,2020-03-28,0.9500000000000001,0.85,1.04
Switzerland,2020-03-29,0.91,0.8200000000000001,1.01
Switzerland,2020-03-30,0.92,0.8200000000000001,1.01
Switzerland,2020-03-31,0.92,0.8300000000000001,1.02
Switzerland,2020-04-01,0.93,0.8300000000000001,1.02
Switzerland,2020-04-02,0.93,0.84,1.04
Switzerland,2020-04-03,0.9,0.81,1.01
Switzerland,2020-04-04,0.88,0.78,0.98
Switzerland,2020-04-05,0.85,0.74,0.9400000000000001
Switzerland,2020-04-06,0.8300000000000001,0.73,0.9400000000000001
Switzerland,2020-04-07,0.8300000000000001,0.72,0.93
Switzerland,2020-04-08,0.8200000000000001,0.72,0.9400000000000001
Switzerland,2020-04-09,0.81,0.7000000000000001,0.92
Switzerland,2020-04-10,0.79,0.68,0.91
Switzerland,2020-04-11,0.76,0.64,0.88
Switzerland,2020-04-12,0.71,0.58,0.8200000000000001
Switzerland,2020-04-13,0.65,0.52,0.77
Switzerland,2020-04-14,0.59,0.46,0.73
Switzerland,2020-04-15,0.54,0.39,0.67
Ukraine,2020-03-13,2.0,0.34,6.43
Ukraine,2020-03-14,1.8800000000000001,0.38,5.01
Ukraine,2020-03-15,2.17,0.51,4.99
Ukraine,2020-03-16,1.96,0.5,4.24
Ukraine,2020-03-17,2.08,0.58,4.09
Ukraine,2020-03-18,2.3000000000000003,0.76,4.05
Ukraine,2020-03-19,2.47,1.04,3.98
Ukraine,2020-03-20,2.5,1.04,3.8200000000000003
Ukraine,2020-03-21,2.27,1.07,3.45
Ukraine,2020-03-22,2.17,1.12,3.17
Ukraine,2020-03-23,2.22,1.32,3.08
Ukraine,2020-03-24,2.31,1.57,3.0700000000000003
Ukraine,2020-03-25,2.23,1.58,2.86
Ukraine,2020-03-26,2.16,1.62,2.73
Ukraine,2020-03-27,2.06,1.57,2.54
Ukraine,2020-03-28,1.92,1.5,2.37
Ukraine,2020-03-29,1.8,1.42,2.21
Ukraine,2020-03-30,1.68,1.32,2.04
Ukraine,2020-03-31,1.57,1.24,1.9100000000000001
Ukraine,2020-04-01,1.52,1.21,1.84
Ukraine,2020-04-02,1.42,1.1300000000000001,1.73
Ukraine,2020-04-03,1.29,1.01,1.59
Ukraine,2020-04-04,1.19,0.91,1.47
Ukraine,2020-04-05,1.11,0.85,1.41
Ukraine,2020-04-06,1.11,0.85,1.4000000000000001
Ukraine,2020-04-07,1.17,0.92,1.46
Ukraine,2020-04-08,1.27,1.02,1.54
Ukraine,2020-04-09,1.4000000000000001,1.1500000000000001,1.6400000000000001
Ukraine,2020-04-10,1.5,1.27,1.73
Ukraine,2020-04-11,1.52,1.3,1.73
Ukraine,2020-04-12,1.52,1.32,1.73
Ukraine,2020-04-13,1.46,1.27,1.6500000000000001
Ukraine,2020-04-14,1.3800000000000001,1.2,1.57
Ukraine,2020-04-15,1.29,1.11,1.46
