date,state,cases
2020-05-26,TM,500
2020-05-26,TL,143
2020-05-26,VS,157
2020-05-26,VL,28
2020-05-26,VN,583
2020-05-26,B,1825
2020-05-27,AB,350
2020-05-27,AR,697
2020-05-27,AG,245
2020-05-27,BC,498
2020-05-27,BH,561
2020-05-27,BN,323
2020-05-27,BT,733
2020-05-27,BV,707
2020-05-27,BR,27
2020-05-27,BZ,181
2020-05-27,CS,112
2020-05-27,CL,87
2020-05-27,CJ,542
2020-05-27,CT,276
2020-05-27,CV,230
2020-05-27,DB,268
2020-05-27,DJ,207
2020-05-27,GL,580
2020-05-27,GR,212
2020-05-27,GJ,134
2020-05-27,HR,121
2020-05-27,HD,628
2020-05-27,IL,355
2020-05-27,IS,525
2020-05-27,IF,510
2020-05-27,MM,97
2020-05-27,MH,108
2020-05-27,MS,670
2020-05-27,NT,873
2020-05-27,OT,78
2020-05-27,PH,104
2020-05-27,SM,61
2020-05-27,SJ,87
2020-05-27,SB,494
2020-05-27,SV,3478
2020-05-27,TR,138
2020-05-27,TM,501
2020-05-27,TL,143
2020-05-27,VS,158
2020-05-27,VL,28
2020-05-27,VN,587
2020-05-27,B,1862
2020-05-28,AB,370
2020-05-28,AR,697
2020-05-28,AG,253
2020-05-28,BC,502
2020-05-28,BH,570
2020-05-28,BN,328
2020-05-28,BT,739
2020-05-28,BV,723
2020-05-28,BR,27
2020-05-28,BZ,188
2020-05-28,CS,112
2020-05-28,CL,90
2020-05-28,CJ,548
2020-05-28,CT,278
2020-05-28,CV,230
2020-05-28,DB,280
2020-05-28,DJ,211
2020-05-28,GL,582
2020-05-28,GR,213
2020-05-28,GJ,135
2020-05-28,HR,123
2020-05-28,HD,630
2020-05-28,IL,359
2020-05-28,IS,526
2020-05-28,IF,512
2020-05-28,MM,97
2020-05-28,MH,108
2020-05-28,MS,675
2020-05-28,NT,877
2020-05-28,OT,78
2020-05-28,PH,108
2020-05-28,SM,61
2020-05-28,SJ,87
2020-05-28,SB,499
2020-05-28,SV,3481
2020-05-28,TR,138
2020-05-28,TM,501
2020-05-28,TL,145
2020-05-28,VS,162
2020-05-28,VL,28
2020-05-28,VN,599
2020-05-28,B,1888
2020-05-29,AB,378
2020-05-29,AR,697
2020-05-29,AG,253
2020-05-29,BC,502
2020-05-29,BH,582
2020-05-29,BN,331
2020-05-29,BT,744
2020-05-29,BV,736
2020-05-29,BR,27
2020-05-29,BZ,188
2020-05-29,CS,112
2020-05-29,CL,92
2020-05-29,CJ,549
2020-05-29,CT,279
2020-05-29,CV,230
2020-05-29,DB,282
2020-05-29,DJ,217
2020-05-29,GL,591
2020-05-29,GR,216
2020-05-29,GJ,137
2020-05-29,HR,124
2020-05-29,HD,631
2020-05-29,IL,360
2020-05-29,IS,540
2020-05-29,IF,518
2020-05-29,MM,97
2020-05-29,MH,109
2020-05-29,MS,680
2020-05-29,NT,879
2020-05-29,OT,80
2020-05-29,PH,110
2020-05-29,SM,61
2020-05-29,SJ,87
2020-05-29,SB,500
2020-05-29,SV,3496
2020-05-29,TR,144
2020-05-29,TM,504
2020-05-29,TL,145
2020-05-29,VS,162
2020-05-29,VL,28
2020-05-29,VN,608
2020-05-29,B,1944
2020-05-30,AB,382
2020-05-30,AR,697
2020-05-30,AG,257
2020-05-30,BC,506
2020-05-30,BH,586
2020-05-30,BN,334
2020-05-30,BT,750
2020-05-30,BV,743
2020-05-30,BR,28
2020-05-30,BZ,191
2020-05-30,CS,112
2020-05-30,CL,94
2020-05-30,CJ,549
2020-05-30,CT,279
2020-05-30,CV,230
2020-05-30,DB,292
2020-05-30,DJ,222
2020-05-30,GL,594
2020-05-30,GR,216
2020-05-30,GJ,142
2020-05-30,HR,129
2020-05-30,HD,632
2020-05-30,IL,360
2020-05-30,IS,551
2020-05-30,IF,527
2020-05-30,MM,98
2020-05-30,MH,112
2020-05-30,MS,680
2020-05-30,NT,882
2020-05-30,OT,80
2020-05-30,PH,110
2020-05-30,SM,61
2020-05-30,SJ,91
2020-05-30,SB,503
2020-05-30,SV,3515
2020-05-30,TR,144
2020-05-30,TM,505
2020-05-30,TL,146
2020-05-30,VS,162
2020-05-30,VL,30
2020-05-30,VN,617
2020-05-30,B,1961
2020-05-31,AB,382
2020-05-31,AR,697
2020-05-31,AG,260
2020-05-31,BC,506
2020-05-31,BH,608
2020-05-31,BN,335
2020-05-31,BT,758
2020-05-31,BV,750
2020-05-31,BR,28
2020-05-31,BZ,196
2020-05-31,CS,112
2020-05-31,CL,95
2020-05-31,CJ,551
2020-05-31,CT,279
2020-05-31,CV,230
2020-05-31,DB,292
2020-05-31,DJ,223
2020-05-31,GL,600
2020-05-31,GR,219
2020-05-31,GJ,143
2020-05-31,HR,134
2020-05-31,HD,632
2020-05-31,IL,361
2020-05-31,IS,565
2020-05-31,IF,529
2020-05-31,MM,99
2020-05-31,MH,112
2020-05-31,MS,680
2020-05-31,NT,883
2020-05-31,OT,85
2020-05-31,PH,113
2020-05-31,SM,61
2020-05-31,SJ,93
2020-05-31,SB,504
2020-05-31,SV,3523
2020-05-31,TR,144
2020-05-31,TM,506
2020-05-31,TL,150
2020-05-31,VS,162
2020-05-31,VL,30
2020-05-31,VN,621
2020-05-31,B,1974
2020-06-01,AB,385
2020-06-01,AR,697
2020-06-01,AG,263
2020-06-01,BC,507
2020-06-01,BH,612
2020-06-01,BN,336
2020-06-01,BT,772
2020-06-01,BV,752
2020-06-01,BR,28
2020-06-01,BZ,198
2020-06-01,CS,112
2020-06-01,CL,95
2020-06-01,CJ,557
2020-06-01,CT,283
2020-06-01,CV,230
2020-06-01,DB,292
2020-06-01,DJ,230
2020-06-01,GL,603
2020-06-01,GR,222
2020-06-01,GJ,146
2020-06-01,HR,136
2020-06-01,HD,632
2020-06-01,IL,364
2020-06-01,IS,575
2020-06-01,IF,530
2020-06-01,MM,100
2020-06-01,MH,114
2020-06-01,MS,680
2020-06-01,NT,883
2020-06-01,OT,91
2020-06-01,PH,113
2020-06-01,SM,61
2020-06-01,SJ,93
2020-06-01,SB,505
2020-06-01,SV,3536
2020-06-01,TR,144
2020-06-01,TM,506
2020-06-01,TL,150
2020-06-01,VS,162
2020-06-01,VL,30
2020-06-01,VN,626
2020-06-01,B,2015
2020-06-02,AB,390
2020-06-02,AR,698
2020-06-02,AG,265
2020-06-02,BC,511
2020-06-02,BH,624
2020-06-02,BN,340
2020-06-02,BT,781
2020-06-02,BV,756
2020-06-02,BR,32
2020-06-02,BZ,198
2020-06-02,CS,112
2020-06-02,CL,99
2020-06-02,CJ,560
2020-06-02,CT,284
2020-06-02,CV,230
2020-06-02,DB,295
2020-06-02,DJ,230
2020-06-02,GL,614
2020-06-02,GR,223
2020-06-02,GJ,147
2020-06-02,HR,140
2020-06-02,HD,633
2020-06-02,IL,365
2020-06-02,IS,584
2020-06-02,IF,530
2020-06-02,MM,100
2020-06-02,MH,114
2020-06-02,MS,682
2020-06-02,NT,884
2020-06-02,OT,93
2020-06-02,PH,114
2020-06-02,SM,61
2020-06-02,SJ,93
2020-06-02,SB,506
2020-06-02,SV,3536
2020-06-02,TR,144
2020-06-02,TM,506
2020-06-02,TL,153
2020-06-02,VS,163
2020-06-02,VL,31
2020-06-02,VN,629
2020-06-02,B,2036
2020-06-03,AB,394
2020-06-03,AR,698
2020-06-03,AG,267
2020-06-03,BC,511
2020-06-03,BH,627
2020-06-03,BN,343
2020-06-03,BT,789
2020-06-03,BV,762
2020-06-03,BR,41
2020-06-03,BZ,201
2020-06-03,CS,112
2020-06-03,CL,99
2020-06-03,CJ,564
2020-06-03,CT,284
2020-06-03,CV,230
2020-06-03,DB,298
2020-06-03,DJ,233
2020-06-03,GL,616
2020-06-03,GR,224
2020-06-03,GJ,151
2020-06-03,HR,153
2020-06-03,HD,634
2020-06-03,IL,368
2020-06-03,IS,594
2020-06-03,IF,536
2020-06-03,MM,100
2020-06-03,MH,115
2020-06-03,MS,683
2020-06-03,NT,884
2020-06-03,OT,93
2020-06-03,PH,115
2020-06-03,SM,62
2020-06-03,SJ,93
2020-06-03,SB,509
2020-06-03,SV,3540
2020-06-03,TR,145
2020-06-03,TM,508
2020-06-03,TL,153
2020-06-03,VS,163
2020-06-03,VL,31
2020-06-03,VN,632
2020-06-03,B,2081
2020-06-04,AB,395
2020-06-04,AR,698
2020-06-04,AG,272
2020-06-04,BC,513
2020-06-04,BH,632
2020-06-04,BN,356
2020-06-04,BT,796
2020-06-04,BV,794
2020-06-04,BR,42
2020-06-04,BZ,202
2020-06-04,CS,112
2020-06-04,CL,99
2020-06-04,CJ,575
2020-06-04,CT,284
2020-06-04,CV,230
2020-06-04,DB,299
2020-06-04,DJ,235
2020-06-04,GL,620
2020-06-04,GR,226
2020-06-04,GJ,151
2020-06-04,HR,160
2020-06-04,HD,635
2020-06-04,IL,387
2020-06-04,IS,600
2020-06-04,IF,543
2020-06-04,MM,101
2020-06-04,MH,115
2020-06-04,MS,683
2020-06-04,NT,893
2020-06-04,OT,96
2020-06-04,PH,117
2020-06-04,SM,62
2020-06-04,SJ,98
2020-06-04,SB,509
2020-06-04,SV,3552
2020-06-04,TR,146
2020-06-04,TM,508
2020-06-04,TL,153
2020-06-04,VS,164
2020-06-04,VL,33
2020-06-04,VN,642
2020-06-04,B,2145
2020-06-05,AB,396
2020-06-05,AR,698
2020-06-05,AG,275
2020-06-05,BC,515
2020-06-05,BH,635
2020-06-05,BN,360
2020-06-05,BT,812
2020-06-05,BV,806
2020-06-05,BR,43
2020-06-05,BZ,204
2020-06-05,CS,112
2020-06-05,CL,101
2020-06-05,CJ,575
2020-06-05,CT,286
2020-06-05,CV,230
2020-06-05,DB,305
2020-06-05,DJ,238
2020-06-05,GL,628
2020-06-05,GR,226
2020-06-05,GJ,152
2020-06-05,HR,164
2020-06-05,HD,637
2020-06-05,IL,391
2020-06-05,IS,611
2020-06-05,IF,548
2020-06-05,MM,103
2020-06-05,MH,115
2020-06-05,MS,685
2020-06-05,NT,896
2020-06-05,OT,100
2020-06-05,PH,117
2020-06-05,SM,62
2020-06-05,SJ,98
2020-06-05,SB,509
2020-06-05,SV,3576
2020-06-05,TR,146
2020-06-05,TM,508
2020-06-05,TL,155
2020-06-05,VS,164
2020-06-05,VL,34
2020-06-05,VN,670
2020-06-05,B,2183
2020-06-06,AB,396
2020-06-06,AR,698
2020-06-06,AG,279
2020-06-06,BC,518
2020-06-06,BH,643
2020-06-06,BN,362
2020-06-06,BT,818
2020-06-06,BV,826
2020-06-06,BR,43
2020-06-06,BZ,211
2020-06-06,CS,112
2020-06-06,CL,103
2020-06-06,CJ,586
2020-06-06,CT,294
2020-06-06,CV,230
2020-06-06,DB,313
2020-06-06,DJ,239
2020-06-06,GL,634
2020-06-06,GR,233
2020-06-06,GJ,153
2020-06-06,HR,168
2020-06-06,HD,638
2020-06-06,IL,394
2020-06-06,IS,620
2020-06-06,IF,554
2020-06-06,MM,106
2020-06-06,MH,117
2020-06-06,MS,687
2020-06-06,NT,907
2020-06-06,OT,101
2020-06-06,PH,120
2020-06-06,SM,62
2020-06-06,SJ,98
2020-06-06,SB,509
2020-06-06,SV,3593
2020-06-06,TR,146
2020-06-06,TM,508
2020-06-06,TL,155
2020-06-06,VS,164
2020-06-06,VL,37
2020-06-06,VN,680
2020-06-06,B,2208
2020-06-07,AB,401
2020-06-07,AR,698
2020-06-07,AG,284
2020-06-07,BC,542
2020-06-07,BH,646
2020-06-07,BN,364
2020-06-07,BT,826
2020-06-07,BV,837
2020-06-07,BR,43
2020-06-07,BZ,216
2020-06-07,CS,112
2020-06-07,CL,103
2020-06-07,CJ,586
2020-06-07,CT,297
2020-06-07,CV,230
2020-06-07,DB,317
2020-06-07,DJ,242
2020-06-07,GL,637
2020-06-07,GR,233
2020-06-07,GJ,154
2020-06-07,HR,172
2020-06-07,HD,638
2020-06-07,IL,396
2020-06-07,IS,647
2020-06-07,IF,558
2020-06-07,MM,109
2020-06-07,MH,128
2020-06-07,MS,689
2020-06-07,NT,907
2020-06-07,OT,106
2020-06-07,PH,120
2020-06-07,SM,62
2020-06-07,SJ,99
2020-06-07,SB,510
2020-06-07,SV,3612
2020-06-07,TR,146
2020-06-07,TM,509
2020-06-07,TL,157
2020-06-07,VS,164
2020-06-07,VL,37
2020-06-07,VN,680
2020-06-07,B,2238
2020-06-08,AB,401
2020-06-08,AR,698
2020-06-08,AG,286
2020-06-08,BC,545
2020-06-08,BH,646
2020-06-08,BN,365
2020-06-08,BT,833
2020-06-08,BV,855
2020-06-08,BR,43
2020-06-08,BZ,223
2020-06-08,CS,112
2020-06-08,CL,103
2020-06-08,CJ,587
2020-06-08,CT,298
2020-06-08,CV,230
2020-06-08,DB,319
2020-06-08,DJ,242
2020-06-08,GL,640
2020-06-08,GR,233
2020-06-08,GJ,157
2020-06-08,HR,172
2020-06-08,HD,638
2020-06-08,IL,396
2020-06-08,IS,654
2020-06-08,IF,559
2020-06-08,MM,109
2020-06-08,MH,131
2020-06-08,MS,689
2020-06-08,NT,908
2020-06-08,OT,112
2020-06-08,PH,121
2020-06-08,SM,62
2020-06-08,SJ,99
2020-06-08,SB,514
2020-06-08,SV,3634
2020-06-08,TR,147
2020-06-08,TM,509
2020-06-08,TL,158
2020-06-08,VS,165
2020-06-08,VL,37
2020-06-08,VN,697
2020-06-08,B,2250
2020-06-09,AB,402
2020-06-09,AR,698
2020-06-09,AG,287
2020-06-09,BC,546
2020-06-09,BH,646
2020-06-09,BN,367
2020-06-09,BT,835
2020-06-09,BV,890
2020-06-09,BR,43
2020-06-09,BZ,225
2020-06-09,CS,112
2020-06-09,CL,104
2020-06-09,CJ,587
2020-06-09,CT,300
2020-06-09,CV,230
2020-06-09,DB,321
2020-06-09,DJ,243
2020-06-09,GL,641
2020-06-09,GR,233
2020-06-09,GJ,158
2020-06-09,HR,174
2020-06-09,HD,638
2020-06-09,IL,410
2020-06-09,IS,663
2020-06-09,IF,559
2020-06-09,MM,109
2020-06-09,MH,135
2020-06-09,MS,689
2020-06-09,NT,915
2020-06-09,OT,116
2020-06-09,PH,123
2020-06-09,SM,62
2020-06-09,SJ,100
2020-06-09,SB,518
2020-06-09,SV,3653
2020-06-09,TR,148
2020-06-09,TM,509
2020-06-09,TL,158
2020-06-09,VS,165
2020-06-09,VL,38
2020-06-09,VN,701
2020-06-09,B,2271
2020-06-10,AB,405
2020-06-10,AR,698
2020-06-10,AG,303
2020-06-10,BC,549
2020-06-10,BH,647
2020-06-10,BN,378
2020-06-10,BT,851
2020-06-10,BV,923
2020-06-10,BR,47
2020-06-10,BZ,233
2020-06-10,CS,112
2020-06-10,CL,105
2020-06-10,CJ,587
2020-06-10,CT,302
2020-06-10,CV,230
2020-06-10,DB,329
2020-06-10,DJ,246
2020-06-10,GL,645
2020-06-10,GR,237
2020-06-10,GJ,158
2020-06-10,HR,183
2020-06-10,HD,638
2020-06-10,IL,410
2020-06-10,IS,678
2020-06-10,IF,584
2020-06-10,MM,111
2020-06-10,MH,136
2020-06-10,MS,691
2020-06-10,NT,916
2020-06-10,OT,119
2020-06-10,PH,124
2020-06-10,SM,63
2020-06-10,SJ,102
2020-06-10,SB,521
2020-06-10,SV,3668
2020-06-10,TR,148
2020-06-10,TM,509
2020-06-10,TL,158
2020-06-10,VS,165
2020-06-10,VL,38
2020-06-10,VN,701
2020-06-10,B,2289
2020-06-11,AB,407
2020-06-11,AR,700
2020-06-11,AG,306
2020-06-11,BC,550
2020-06-11,BH,649
2020-06-11,BN,385
2020-06-11,BT,858
2020-06-11,BV,941
2020-06-11,BR,51
2020-06-11,BZ,234
2020-06-11,CS,112
2020-06-11,CL,109
2020-06-11,CJ,587
2020-06-11,CT,302
2020-06-11,CV,233
2020-06-11,DB,342
2020-06-11,DJ,248
2020-06-11,GL,658
2020-06-11,GR,237
2020-06-11,GJ,160
2020-06-11,HR,188
2020-06-11,HD,639
2020-06-11,IL,410
2020-06-11,IS,683
2020-06-11,IF,603
2020-06-11,MM,113
2020-06-11,MH,139
2020-06-11,MS,694
2020-06-11,NT,916
2020-06-11,OT,122
2020-06-11,PH,130
2020-06-11,SM,63
2020-06-11,SJ,102
2020-06-11,SB,523
2020-06-11,SV,3693
2020-06-11,TR,148
2020-06-11,TM,509
2020-06-11,TL,162
2020-06-11,VS,165
2020-06-11,VL,38
2020-06-11,VN,730
2020-06-11,B,2324
2020-06-12,AB,408
2020-06-12,AR,701
2020-06-12,AG,320
2020-06-12,BC,554
2020-06-12,BH,651
2020-06-12,BN,394
2020-06-12,BT,871
2020-06-12,BV,958
2020-06-12,BR,56
2020-06-12,BZ,253
2020-06-12,CS,112
2020-06-12,CL,110
2020-06-12,CJ,587
2020-06-12,CT,304
2020-06-12,CV,238
2020-06-12,DB,348
2020-06-12,DJ,252
2020-06-12,GL,662
2020-06-12,GR,238
2020-06-12,GJ,161
2020-06-12,HR,193
2020-06-12,HD,639
2020-06-12,IL,410
2020-06-12,IS,695
2020-06-12,IF,607
2020-06-12,MM,115
2020-06-12,MH,142
2020-06-12,MS,694
2020-06-12,NT,922
2020-06-12,OT,125
2020-06-12,PH,133
2020-06-12,SM,63
2020-06-12,SJ,103
2020-06-12,SB,533
2020-06-12,SV,3710
2020-06-12,TR,148
2020-06-12,TM,510
2020-06-12,TL,162
2020-06-12,VS,165
2020-06-12,VL,38
2020-06-12,VN,742
2020-06-12,B,2355
